Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
QPM28130,AE.7,7096,Bahrain,2020-11-10,2020,11,10
QPM28202,AE.2,7096,Bahrain,2020-09-10,2020,9,10
QPM28262,B.1.1.216,7096,Bahrain,2020-11-16,2020,11,16
QPM28310,B.1.1.27,7096,Bahrain,2020-11-11,2020,11,11
QPM28322,B.1.146,7096,Bahrain,2020-11-11,2020,11,11
QPL23937,B.1.1.25,7096,Bahrain,2020-11-22,2020,11,22
QPB18002,B.1.1,7096,Bahrain,2020-10-02,2020,10,2
QOY98737,B.1.281,7096,Bahrain,2020-07-05,2020,7,5
QOY98761,B.1.281,7096,Bahrain,2020-08-25,2020,8,25
QOY98785,B.1.281,7096,Bahrain,2020-06-19,2020,6,19
QOY98797,B.1,7096,Bahrain,2020-06-21,2020,6,21
QOY98809,B.1,7096,Bahrain,2020-07-26,2020,7,26
QOZ00130,B.1.1.306,7096,Bahrain,2020-05-31,2020,5,31
QOY79249,AE.2,7096,Bahrain,2020-08-25,2020,8,25
QOY79261,AE.7,7096,Bahrain,2020-07-09,2020,7,9
QLL26044,B.4.7,7096,Bahrain,2020-06-23,2020,6,23
QLG77320,B.1.1,7096,Bahrain,2020-06-24,2020,6,24
QLG69197,AE.2,7096,Bahrain,2020-06-23,2020,6,23
QLG69221,AE.4,7096,Bahrain,2020-06-23,2020,6,23
OQ050243,B.1.525,29835,Nigeria,2021-02-15,2021,2,15
OQ050252,B.1.525,29854,Nigeria,2021-01-17,2021,1,17
OQ050253,L.3,29836,Nigeria,2021-01-14,2021,1,14
OQ050286,B.1.525,29820,Nigeria,2021-04-16,2021,4,16
OQ050297,B.1.1,29859,Nigeria,2020-06-01,2020,6,1
OQ050299,A,29846,Nigeria,2020-03-29,2020,3,29
OQ050304,B.1.525,29784,Nigeria,2021-03-15,2021,3,15
OQ050358,B.1,29832,Nigeria,2020-05-12,2020,5,12
OQ050373,B.1,29784,Nigeria,2020-06-10,2020,6,10
OQ050379,B.1.1.1,29848,Nigeria,2020-06-09,2020,6,9
OQ050380,B.40,29870,Nigeria,2020-03-21,2020,3,21
OQ050386,B.1,29897,Nigeria,2020-03-25,2020,3,25
OQ050387,B.1,29840,Nigeria,2021-06-28,2021,6,28
OQ050388,B.1,29856,Nigeria,2021-07-10,2021,7,10
OQ050390,B.1.1,29872,Nigeria,2020-04-18,2020,4,18
OQ050391,B.1.336,29894,Nigeria,2020-06-10,2020,6,10
OQ050408,B.1.1.71,29844,Nigeria,2020-06-16,2020,6,16
OQ050415,B.1.1,29831,Nigeria,2020-05-04,2020,5,4
OQ050417,B.1.462,29899,Nigeria,2020-04-20,2020,4,20
OQ050420,B.1.1.484,29897,Nigeria,2020-06-01,2020,6,1
OQ050421,B.1.467,29897,Nigeria,2020-06-02,2020,6,2
OQ050423,B.1.1.484,29899,Nigeria,2020-05-31,2020,5,31
OQ050425,B.1.467,29836,Nigeria,2020-07-05,2020,7,5
OQ050426,B.1.462,29897,Nigeria,2020-07-02,2020,7,2
OQ050427,B.1.1,29897,Nigeria,2020-07-07,2020,7,7
OQ050429,L.3,29897,Nigeria,2020-07-08,2020,7,8
OQ050432,B.1,29792,Nigeria,2020-04-10,2020,4,10
OQ050434,B.1.1.487,29899,Nigeria,2020-04-25,2020,4,25
OQ050435,B.1.8,29862,Nigeria,2020-04-20,2020,4,20
OQ050443,B.40,29897,Nigeria,2020-04-05,2020,4,5
OQ050444,B.40,29898,Nigeria,2020-05-14,2020,5,14
OQ050450,B.1.1.10,29893,Nigeria,2020-06-29,2020,6,29
OQ050453,B.1.1.1,29890,Nigeria,2020-07-12,2020,7,12
OQ050454,B.1,29854,Nigeria,2020-07-20,2020,7,20
OQ050455,B.1.1.10,29877,Nigeria,2020-07-25,2020,7,25
OQ050456,A,29845,Nigeria,2020-04-23,2020,4,23
OQ050460,B.1.462,29862,Nigeria,2020-05-02,2020,5,2
OQ050470,B.1.1.487,29897,Nigeria,2020-07-08,2020,7,8
OQ050472,B.1.1,29896,Nigeria,2020-08-03,2020,8,3
OQ050473,B.1.1.254,29871,Nigeria,2020-08-04,2020,8,4
OQ050476,B.1.336,29889,Nigeria,2020-08-31,2020,8,31
OQ050477,B.1.336,29856,Nigeria,2020-09-01,2020,9,1
OQ050480,B.1.1,29847,Nigeria,2020-10-05,2020,10,5
OQ050510,A,29875,Nigeria,2020-05-08,2020,5,8
OQ050512,B.1.467,29849,Nigeria,2020-05-17,2020,5,17
OQ050518,B.1.462,29839,Nigeria,2020-06-01,2020,6,1
OQ050526,B.1.1.484,29834,Nigeria,2020-07-01,2020,7,1
OQ050546,B.1,29819,Nigeria,2020-08-17,2020,8,17
OQ050558,B.1.1.10,29885,Nigeria,2020-05-24,2020,5,24
OQ050563,B.1.22,29897,Nigeria,2020-05-11,2020,5,11
OQ050575,L.3,29854,Nigeria,2020-08-06,2020,8,6
OQ050578,L.3,29882,Nigeria,2020-09-05,2020,9,5
OQ050579,B.1.1.487,29815,Nigeria,2020-05-09,2020,5,9
OQ050581,L.3,29831,Nigeria,2020-11-15,2020,11,15
OQ050582,B.1.1.487,29858,Nigeria,2020-11-17,2020,11,17
OQ050588,B.1.1,29731,Nigeria,2020-12-01,2020,12,1
OQ050589,L.3,29790,Nigeria,2020-12-03,2020,12,3
OQ050591,B.1,29834,Nigeria,2020-12-03,2020,12,3
OQ050596,B.1.1.10,29799,Nigeria,2020-12-11,2020,12,11
OQ050598,B.1.1.487,29865,Nigeria,2020-12-23,2020,12,23
OQ050603,B.1.336,29898,Nigeria,2020-05-16,2020,5,16
OQ050605,B.1.525,29812,Nigeria,2020-12-29,2020,12,29
OQ050641,B.1.1,29900,Nigeria,2021-01-13,2021,1,13
OQ050645,B.1.177,29841,Nigeria,2020-11-25,2020,11,25
OQ050650,R.1,29859,Nigeria,2020-12-18,2020,12,18
OQ050745,B.1,29820,Nigeria,2021-01-05,2021,1,5
OQ050848,B.1.1.487,29833,Nigeria,2021-01-09,2021,1,9
OQ050876,A.21,29850,Nigeria,2021-07-29,2021,7,29
OQ050880,AY.36,29847,Nigeria,2021-08-02,2021,8,2
OQ050881,AY.36,29842,Nigeria,2021-07-02,2021,7,2
OQ050891,B.1.1.404,29860,Nigeria,2021-07-29,2021,7,29
OQ050980,AY.109,29843,Nigeria,2021-08-13,2021,8,13
OQ050984,B.1.617.2,29842,Nigeria,2021-08-13,2021,8,13
OQ050999,AY.6,29844,Nigeria,2021-08-14,2021,8,14
OQ051032,AY.109,29835,Nigeria,2021-07-15,2021,7,15
OQ051125,B.1.617.2,29799,Nigeria,2021-07-27,2021,7,27
OQ051139,AY.1,29838,Nigeria,2021-07-27,2021,7,27
OQ051155,AY.99,29839,Nigeria,2021-08-03,2021,8,3
OQ051172,AY.112,29830,Nigeria,2021-08-07,2021,8,7
OQ051343,AY.75,29803,Nigeria,2021-06-30,2021,6,30
OQ051347,AY.99,29844,Nigeria,2021-07-30,2021,7,30
OQ051801,AY.36,29816,Nigeria,2021-06-10,2021,6,10
OQ051803,AY.36,29816,Nigeria,2021-09-06,2021,9,6
OQ051819,AY.99,29810,Nigeria,2021-09-03,2021,9,3
OQ051823,AY.109,29816,Nigeria,2021-09-09,2021,9,9
OQ051847,AY.36,29799,Nigeria,2021-10-01,2021,10,1
OQ051891,AY.36,29816,Nigeria,2021-11-10,2021,11,10
OQ051984,AY.109,29816,Nigeria,2021-10-02,2021,10,2
OQ052052,B.1.617.2,29803,Nigeria,2021-09-06,2021,9,6
OQ052152,AY.122,29804,Nigeria,2021-08-30,2021,8,30
OQ052512,BA.1.17.2,29796,Nigeria,2021-12-19,2021,12,19
OQ052514,BA.1,29786,Nigeria,2021-12-22,2021,12,22
OQ052520,BA.1.15,29797,Nigeria,2021-12-17,2021,12,17
OQ052530,BA.1.1,29788,Nigeria,2021-12-20,2021,12,20
OQ052531,BA.1.14,29797,Nigeria,2021-12-15,2021,12,15
OQ052586,B.1.1.529,29803,Nigeria,2021-12-18,2021,12,18
OQ052635,BA.1.1.14,29791,Nigeria,2021-12-16,2021,12,16
OQ052667,AY.109,29814,Nigeria,2021-11-09,2021,11,9
OQ052670,BA.1.1.7,29788,Nigeria,2021-12-12,2021,12,12
OQ052729,BA.1.17,29794,Nigeria,2021-12-05,2021,12,5
OQ052758,AY.36,29816,Nigeria,2021-12-17,2021,12,17
OQ052809,B.1.525,29746,Nigeria,2021-07,2021,7,1
OQ052863,BA.1.1,29752,Nigeria,2022-01-08,2022,1,8
OL601549,B.1.1.7,29762,Nigeria,2021-01-10,2021,1,10
OL601627,B.1.1.71,29781,Nigeria,2020-07-15,2020,7,15
OL601709,B.1.1.7,29758,Nigeria,2021-02-02,2021,2,2
OL601742,L.3,29778,Nigeria,2021-02-05,2021,2,5
OL601843,B.1.1.7,29762,Nigeria,2021-03-01,2021,3,1
MT994707,B.1.1.487,29777,Nigeria,2020-03-22,2020,3,22
OQ521671,P.1.4,29810,Brazil,2021-07-02,2021,7,2
OQ521672,P.1.6,29810,Brazil,2021-07-02,2021,7,2
OQ521675,P.1.6,29776,Brazil,2021-08-23,2021,8,23
OQ521687,P.1.4,29777,Brazil,2021-09-03,2021,9,3
OQ521691,AY.99.2,29818,Brazil,2021-08-24,2021,8,24
OQ521692,AY.99.2,29812,Brazil,2021-09-02,2021,9,2
OQ521698,P.1,29819,Brazil,2021-07-14,2021,7,14
OQ521700,P.1.4,29825,Brazil,2021-08-25,2021,8,25
OQ521705,AY.122,29806,Brazil,2021-09-15,2021,9,15
OQ521737,P.1.12,29819,Brazil,2021-08-03,2021,8,3
OQ521779,P.1.6,29807,Brazil,2021-09-06,2021,9,6
OQ521783,P.1.5,29813,Brazil,2021-07-02,2021,7,2
OQ521788,P.1,29819,Brazil,2021-09-09,2021,9,9
OQ521807,P.1,29826,Brazil,2021-08-23,2021,8,23
OQ521817,AY.9.2,29806,Brazil,2021-09-01,2021,9,1
OQ521898,AY.43.1,29769,Brazil,2021-08-25,2021,8,25
OQ521912,P.1.12,29810,Brazil,2021-07-12,2021,7,12
OQ521940,AY.99.2,29817,Brazil,2021-07-21,2021,7,21
OQ521974,B.1.617.2,29811,Brazil,2021-08-24,2021,8,24
OQ522115,AY.6,29802,Brazil,2021-09-02,2021,9,2
OQ522126,AY.101,29805,Brazil,2021-09-08,2021,9,8
OQ522601,P.1.7.1,29811,Brazil,2021-07-23,2021,7,23
OQ522688,P.1.7,29807,Brazil,2021-08-25,2021,8,25
OQ522716,P.1.6,29811,Brazil,2021-10-01,2021,10,1
OQ522729,AY.4,29799,Brazil,2021-09-20,2021,9,20
OQ522731,AY.116,29803,Brazil,2021-09-23,2021,9,23
OQ522760,AY.43.8,29769,Brazil,2021-09-20,2021,9,20
OQ522770,AY.99.2,29799,Brazil,2021-10-04,2021,10,4
OQ522782,AY.34.1.1,29809,Brazil,2021-10-13,2021,10,13
OQ522785,AY.122,29802,Brazil,2021-10-07,2021,10,7
OQ522790,P.1.4,29801,Brazil,2021-10-08,2021,10,8
OQ522793,AY.101,29813,Brazil,2021-10-13,2021,10,13
OQ522803,AY.119.1,29799,Brazil,2021-10-04,2021,10,4
OQ522829,AY.9.2,29813,Brazil,2021-10-11,2021,10,11
OQ522833,P.1.7,29810,Brazil,2021-10-02,2021,10,2
OQ522894,AY.43,29799,Brazil,2021-10-21,2021,10,21
OQ522899,AY.43.8,29799,Brazil,2021-10-28,2021,10,28
OQ522909,P.1.7.1,29777,Brazil,2021-10-22,2021,10,22
OQ522931,AY.20,29792,Brazil,2021-10-17,2021,10,17
OQ522945,B.1.617.2,29769,Brazil,2021-10-19,2021,10,19
OQ522967,AY.101,29769,Brazil,2021-11-01,2021,11,1
OQ522971,AY.43,29799,Brazil,2021-11-01,2021,11,1
OQ522972,AY.99.2,29769,Brazil,2021-11-01,2021,11,1
OQ522973,AY.122,29799,Brazil,2021-11-02,2021,11,2
OQ522976,AY.43.8,29800,Brazil,2021-11-02,2021,11,2
OQ522981,AY.9.2,29800,Brazil,2021-11-03,2021,11,3
OQ522994,P.1.6,29777,Brazil,2021-11-03,2021,11,3
OQ523002,AY.119,29799,Brazil,2021-11-04,2021,11,4
OQ523051,AY.42,29802,Brazil,2021-11-08,2021,11,8
OQ523052,AY.20,29769,Brazil,2021-11-08,2021,11,8
OQ523174,AY.34.1.1,29775,Brazil,2021-11-22,2021,11,22
OQ523260,AY.9.2,29792,Brazil,2021-12-01,2021,12,1
OQ523262,AY.99.2,29804,Brazil,2021-12-01,2021,12,1
OQ523267,AY.122,29795,Brazil,2021-12-01,2021,12,1
OQ523310,AY.43,29764,Brazil,2021-12-08,2021,12,8
OQ523335,AY.101,29764,Brazil,2021-12-10,2021,12,10
OQ523378,AY.43.8,29794,Brazil,2021-12-07,2021,12,7
OQ523437,BA.1,29747,Brazil,2022-01-05,2022,1,5
OQ523438,AY.42,29764,Brazil,2021-12-20,2021,12,20
OQ523440,BA.1,29747,Brazil,2021-12-21,2021,12,21
OQ523442,BA.1.15,29747,Brazil,2021-12-27,2021,12,27
OQ523445,BA.1.14,29747,Brazil,2021-12-28,2021,12,28
OQ523452,BA.1.1,29744,Brazil,2021-12-30,2021,12,30
OQ523608,BA.1.14.1,29786,Brazil,2021-12-31,2021,12,31
OQ523610,BA.1.1.14,29786,Brazil,2021-12-31,2021,12,31
OQ523619,BA.1.14,29783,Brazil,2022-01-02,2022,1,2
OQ523621,BA.1.14.1,29786,Brazil,2022-01-02,2022,1,2
OQ523623,BA.1.15,29786,Brazil,2022-01-02,2022,1,2
OQ523624,BA.1.1,29786,Brazil,2022-01-02,2022,1,2
OQ523627,AY.9.2,29796,Brazil,2022-01-02,2022,1,2
OQ523628,AY.99.2,29803,Brazil,2022-01-02,2022,1,2
OQ523634,BA.1.9,29777,Brazil,2022-01-03,2022,1,3
OQ523635,BA.1.1.15,29777,Brazil,2022-01-03,2022,1,3
OQ523643,BA.1.14.2,29786,Brazil,2022-01-03,2022,1,3
OQ523661,AY.43,29791,Brazil,2022-01-03,2022,1,3
OQ523694,BA.1.17.2,29780,Brazil,2022-01-04,2022,1,4
OQ523729,AY.122,29789,Brazil,2022-01-04,2022,1,4
OQ523867,BA.1.1.14,29774,Brazil,2022-01-06,2022,1,6
OQ524056,BA.1.17,29785,Brazil,2022-01-07,2022,1,7
OQ524072,BA.1.5,29786,Brazil,2022-01-07,2022,1,7
OQ524173,AY.43.8,29805,Brazil,2022-01-07,2022,1,7
OQ524267,BA.1.18,29788,Brazil,2022-01-10,2022,1,10
OQ524368,BA.1.16,29790,Brazil,2022-01-11,2022,1,11
OQ524481,BA.1.1.18,29788,Brazil,2022-01-13,2022,1,13
OQ524530,BA.1.20,29784,Brazil,2021-12-27,2021,12,27
OQ524545,AY.20,29810,Brazil,2021-12-20,2021,12,20
OQ524548,BA.1.1.15,29786,Brazil,2021-12-26,2021,12,26
OQ524766,AY.103,29807,Brazil,2022-01-10,2022,1,10
OQ525513,AY.42,29802,Brazil,2022-01-25,2022,1,25
OQ430686,B.1,29835,Brazil,2020-03-23,2020,3,23
OQ430687,A.2,29846,Brazil,2020,2020,1,1
OQ430688,P.1,29874,Brazil,2020-04-29,2020,4,29
OQ430689,B.1.1.33,29835,Brazil,2020-04-05,2020,4,5
OQ430690,B.1.1.28,29852,Brazil,2020,2020,1,1
OQ430691,B.1.1.33,29841,Brazil,2020-07-16,2020,7,16
OQ430695,A.2,29855,Brazil,2020-08-04,2020,8,4
OQ430696,B.1.1.28,29834,Brazil,2020-08-06,2020,8,6
OQ430697,B.1.1.33,29845,Brazil,2020,2020,1,1
OQ048259,B.1,29895,Brazil,2020-08-10,2020,8,10
OK235464,P.1,29868,Brazil,2021-02-22,2021,2,22
OP898610,P.1.14,29645,Brazil,2021-08-06,2021,8,6
OP898653,AY.101,29780,Brazil,2021-08-08,2021,8,8
OP898766,AY.43.1,29800,Brazil,2021-09-01,2021,9,1
OP898790,AY.36,29806,Brazil,2021-09-01,2021,9,1
OP898792,AY.34.1,29809,Brazil,2021-09-01,2021,9,1
OP898894,AY.46.3,29786,Brazil,2021-09-04,2021,9,4
OP899148,P.1.7,29808,Brazil,2021-09-13,2021,9,13
OP899196,AY.43,29814,Brazil,2021-09-09,2021,9,9
OL442124,P.2,29903,Brazil,2020-07-10,2020,7,10
OL442125,P.2,29903,Brazil,2020-08-03,2020,8,3
OL442126,P.2,29903,Brazil,2020-12-11,2020,12,11
OL442127,P.2,29903,Brazil,2020-10-09,2020,10,9
OL442129,P.2,29903,Brazil,2020-09-04,2020,9,4
OL442130,P.2,29903,Brazil,2020-11-19,2020,11,19
OL442131,B.1.1.28,29903,Brazil,2020-06-30,2020,6,30
OL442132,B.1.1.33,29903,Brazil,2020-08-20,2020,8,20
OL442134,B.1.1.28,29903,Brazil,2020-07-22,2020,7,22
OL442136,B.1.1.33,29903,Brazil,2020-12-15,2020,12,15
OL442141,B.1.1.28,29903,Brazil,2020-11-20,2020,11,20
OL442142,B.1.1.28,29903,Brazil,2020-10-05,2020,10,5
OL442145,B.1.1.28,29903,Brazil,2020-05-27,2020,5,27
OL442146,B.1.1,29903,Brazil,2020-12-18,2020,12,18
OL442147,B.1.1,29903,Brazil,2020-10-13,2020,10,13
OL442148,B.1.1.33,29903,Brazil,2020-09-04,2020,9,4
OL442149,B.1.1.33,29903,Brazil,2020-11-17,2020,11,17
OL442151,B.1.1.28,29903,Brazil,2020-12-14,2020,12,14
OL442153,P.1,29903,Brazil,2020-08-24,2020,8,24
OP647427,BA.2.10.1,29799,Brazil,2022-03-18,2022,3,18
OP647428,BA.1.1,29861,Brazil,2022-03-02,2022,3,2
OP647429,BA.1.14,29817,Brazil,2022-03-07,2022,3,7
OP647432,BA.1.15,29784,Brazil,2022-03-05,2022,3,5
OP647433,BA.1.17.2,29827,Brazil,2022-03-10,2022,3,10
OP647434,BA.2,29815,Brazil,2022-04-08,2022,4,8
OP647438,BA.1.9,29830,Brazil,2022-03-04,2022,3,4
OP647441,BA.1.1,29826,Brazil,2022-02-28,2022,2,28
OP647442,BA.1.1.1,29869,Brazil,2022-03-05,2022,3,5
OP647443,BA.1.14.1,29827,Brazil,2022-03-02,2022,3,2
OP647445,BA.2,29764,Brazil,2022-03-22,2022,3,22
OP647450,BA.1.9,29872,Brazil,2022-02-17,2022,2,17
OP647452,BA.1.14,29812,Brazil,2022-02-17,2022,2,17
OP647453,BA.1.15,29795,Brazil,2022-02-17,2022,2,17
OP647455,BA.1.14.2,29853,Brazil,2022-02-19,2022,2,19
OP647460,BA.1,29864,Brazil,2022-02-20,2022,2,20
OP647463,BA.1.14.1,29817,Brazil,2022-02-21,2022,2,21
OP647479,BA.1.18,29869,Brazil,2022-02-24,2022,2,24
OP647491,B.1.1,29828,Brazil,2022-02-25,2022,2,25
OP647494,BA.1,29861,Brazil,2022-03-01,2022,3,1
OP647499,B.1.1,29859,Brazil,2022-03-09,2022,3,9
OP647504,BA.1.1.18,29869,Brazil,2022-02-20,2022,2,20
OP647506,BA.1.14.2,29862,Brazil,2022-03-23,2022,3,23
OP647507,BA.1.1.14,29869,Brazil,2022-04-03,2022,4,3
OP107759,BA.5.1,29785,Brazil,2022-06-24,2022,6,24
OP107760,BA.4.1,29777,Brazil,2022-06-28,2022,6,28
OP107765,BA.5.2.1,29786,Brazil,2022-06-30,2022,6,30
OP107767,BF.41,29775,Brazil,2022-06-30,2022,6,30
OP107768,BA.5.1,29776,Brazil,2022-07-01,2022,7,1
OP107782,BA.5.3.1,29758,Brazil,2022-06-28,2022,6,28
OP107792,BA.2,29798,Brazil,2022-06-30,2022,6,30
OP107795,BA.5.6,29770,Brazil,2022-07-01,2022,7,1
OP107796,BA.5.2.1,29746,Brazil,2022-07-01,2022,7,1
OP107799,BA.2,29791,Brazil,2022-07-01,2022,7,1
OP107807,BA.4.1,29750,Brazil,2022-07-05,2022,7,5
OP107818,BA.5,29747,Brazil,2022-07-02,2022,7,2
OP060378,BA.2.9,29802,Brazil,2022-06-09,2022,6,9
OP060385,BA.2.23,29801,Brazil,2022-06-03,2022,6,3
OP060409,BA.2,29799,Brazil,2022-05-09,2022,5,9
OP060425,BA.2.81,29794,Brazil,2022-06-10,2022,6,10
OM188319,B.1.617.2,29402,Brazil,2021-07-01,2021,7,1
OM188323,AY.99,29409,Brazil,2021-07-26,2021,7,26
OM188330,B.1.1,29402,Brazil,2021-08-04,2021,8,4
OM188339,AY.99,29409,Brazil,2021-08-02,2021,8,2
OM188340,B.1.1,29402,Brazil,2021-07-16,2021,7,16
OM188346,AY.99.1,29402,Brazil,2021-07-16,2021,7,16
OL984053,B.1,29900,Brazil,2020-04-22,2020,4,22
ON574631,P.1,29811,Brazil,2021-05-14,2021,5,14
ON574637,P.1.10,29818,Brazil,2021-05-07,2021,5,7
ON574647,P.1.14,29808,Brazil,2021-05-04,2021,5,4
ON574719,P.1.7,29819,Brazil,2021-05-13,2021,5,13
ON574799,P.1.9,29819,Brazil,2021-05-11,2021,5,11
ON574931,P.1.2,29819,Brazil,2021-05-07,2021,5,7
ON575124,AY.53,29818,Brazil,2021-08-05,2021,8,5
ON575131,AY.20,29811,Brazil,2021-08-14,2021,8,14
ON575137,AY.94,29806,Brazil,2021-08-09,2021,8,9
ON575145,AY.25,29814,Brazil,2021-08-05,2021,8,5
ON575167,AY.46.3,29806,Brazil,2021-08-12,2021,8,12
ON575194,AY.122,29817,Brazil,2021-08-09,2021,8,9
ON575231,AY.100,29823,Brazil,2021-08-05,2021,8,5
ON575244,AY.43,29813,Brazil,2021-08-12,2021,8,12
ON575276,AY.36,29818,Brazil,2021-08-07,2021,8,7
ON575277,AY.43.2,29819,Brazil,2021-08-10,2021,8,10
ON575331,AY.34.1.1,29807,Brazil,2021-08-12,2021,8,12
ON575370,P.1.2,29816,Brazil,2021-08-05,2021,8,5
ON575388,P.1.15,29814,Brazil,2021-08-08,2021,8,8
ON575495,P.1.11,29829,Brazil,2021-08-13,2021,8,13
ON575512,P.1.9,29819,Brazil,2021-08-05,2021,8,5
ON575527,AY.34.1,29825,Brazil,2021-08-11,2021,8,11
ON575588,P.1.2,29830,Brazil,2021-07-10,2021,7,10
ON575592,AY.101,29821,Brazil,2021-07-07,2021,7,7
ON575604,AY.26,29818,Brazil,2021-07-30,2021,7,30
ON575639,P.1,29819,Brazil,2021-06-02,2021,6,2
ON575649,P.1.9,29816,Brazil,2021-07-07,2021,7,7
ON575728,P.1.7,29826,Brazil,2021-07-15,2021,7,15
ON575870,P.1.14,29831,Brazil,2021-07-12,2021,7,12
ON576024,P.1.14,29819,Brazil,2021-06-03,2021,6,3
ON576042,B.1.1.28,29816,Brazil,2021-06-14,2021,6,14
ON576056,P.1.7,29819,Brazil,2021-06-04,2021,6,4
ON576087,P.1.9,29819,Brazil,2021-06-01,2021,6,1
ON576094,P.1.17,29827,Brazil,2021-06-07,2021,6,7
ON576446,P.1.2,29827,Brazil,2021-06-03,2021,6,3
ON576485,P.1.4,29827,Brazil,2021-06-12,2021,6,12
ON576567,P.1.15,29818,Brazil,2021-06-02,2021,6,2
ON576680,P.1.10,29831,Brazil,2021-06-14,2021,6,14
ON576834,AY.99.2,29798,Brazil,2021-06-07,2021,6,7
ON577134,P.1.11,29829,Brazil,2021-07-01,2021,7,1
ON577145,P.1.10,29831,Brazil,2021-07-01,2021,7,1
ON577333,AY.46.3,29820,Brazil,2021-07-01,2021,7,1
ON577661,AY.26,29804,Brazil,2021-08-04,2021,8,4
ON577680,P.1.10,29828,Brazil,2021-08-10,2021,8,10
ON578006,AY.101,29819,Brazil,2021-06-15,2021,6,15
ON578097,AY.5.1,29805,Brazil,2021-08-13,2021,8,13
ON578133,AY.99.1,29813,Brazil,2021-08-03,2021,8,3
ON578191,AY.116,29813,Brazil,2021-08-09,2021,8,9
ON578793,AY.94,29813,Brazil,2021-09-03,2021,9,3
ON578846,AY.99.1,29811,Brazil,2021-09-03,2021,9,3
ON578897,AY.25,29817,Brazil,2021-09-03,2021,9,3
ON578905,AY.26,29823,Brazil,2021-09-06,2021,9,6
ON579089,AY.34.1.1,29821,Brazil,2021-09-01,2021,9,1
ON579126,AY.124,29820,Brazil,2021-09-08,2021,9,8
ON579127,AY.124.1,29815,Brazil,2021-09-09,2021,9,9
ON579172,AY.43.2,29819,Brazil,2021-09-01,2021,9,1
ON579192,AY.99,29821,Brazil,2021-09-03,2021,9,3
ON579206,AY.5,29807,Brazil,2021-09-13,2021,9,13
ON579247,AY.42,29807,Brazil,2021-09-09,2021,9,9
ON579521,AY.5.4,29813,Brazil,2021-09-09,2021,9,9
ON579645,B.1.617.2,29823,Brazil,2021-09-07,2021,9,7
ON579753,AY.36,29823,Brazil,2021-10-07,2021,10,7
ON579771,AY.116,29819,Brazil,2021-10-08,2021,10,8
ON579815,AY.99.1,29805,Brazil,2021-10-07,2021,10,7
ON579831,AY.43.2,29817,Brazil,2021-10-13,2021,10,13
ON579844,AY.26,29818,Brazil,2021-10-13,2021,10,13
ON579854,AY.43.1,29823,Brazil,2021-10-04,2021,10,4
ON579952,AY.47,29823,Brazil,2021-09-08,2021,9,8
ON579971,AY.103,29823,Brazil,2021-09-02,2021,9,2
ON580115,P.1.14,29823,Brazil,2021-09-14,2021,9,14
ON580143,AY.6,29815,Brazil,2021-10-15,2021,10,15
ON580170,AY.100,29823,Brazil,2021-10-07,2021,10,7
ON580187,AY.46.3,29811,Brazil,2021-10-01,2021,10,1
ON580239,AY.126,29819,Brazil,2021-10-15,2021,10,15
ON580447,AY.43.7,29802,Brazil,2021-10-15,2021,10,15
ON580659,P.1,29823,Brazil,2021-10-04,2021,10,4
ON580708,AY.34,29809,Brazil,2021-11-01,2021,11,1
ON580714,AY.43.2,29811,Brazil,2021-11-04,2021,11,4
ON580761,AY.99.1,29823,Brazil,2021-11-01,2021,11,1
ON580764,AY.43.1,29823,Brazil,2021-11-02,2021,11,2
ON581014,AY.4,29813,Brazil,2021-10-12,2021,10,12
ON581033,AY.44,29814,Brazil,2021-11-01,2021,11,1
ON581100,AY.4,29815,Brazil,2021-11-08,2021,11,8
ON581250,AY.42,29807,Brazil,2021-10-01,2021,10,1
ON581324,AY.46.3,29822,Brazil,2021-11-08,2021,11,8
ON581358,P.1.2,29825,Brazil,2021-10-01,2021,10,1
ON581360,AY.36,29823,Brazil,2021-11-03,2021,11,3
ON581388,AY.43.7,29817,Brazil,2021-11-03,2021,11,3
ON581426,P.1.7,29824,Brazil,2021-11-09,2021,11,9
ON581863,AY.116,29808,Brazil,2021-11-10,2021,11,10
ON581906,AY.47,29813,Brazil,2021-11-10,2021,11,10
ON581921,AY.100,29815,Brazil,2021-11-12,2021,11,12
ON581972,AY.119.1,29805,Brazil,2021-11-09,2021,11,9
ON581978,AY.6,29806,Brazil,2021-11-01,2021,11,1
ON581982,P.1.4,29813,Brazil,2021-11-08,2021,11,8
ON582175,AY.26,29805,Brazil,2021-11-07,2021,11,7
ON582433,AY.5,29823,Brazil,2021-11-10,2021,11,10
ON582540,AY.3,29800,Brazil,2021-10-01,2021,10,1
ON582574,AY.124,29811,Brazil,2021-11-01,2021,11,1
ON582687,AY.51,29823,Brazil,2021-11-08,2021,11,8
ON582696,AY.3,29808,Brazil,2021-11-12,2021,11,12
ON582933,AY.34.1.1,29812,Brazil,2021-12-09,2021,12,9
ON582947,AY.124,29811,Brazil,2021-12-02,2021,12,2
ON582950,AY.43.2,29818,Brazil,2021-12-01,2021,12,1
ON582958,AY.116,29820,Brazil,2021-12-14,2021,12,14
ON582960,AY.100,29791,Brazil,2021-12-02,2021,12,2
ON582972,AY.44,29787,Brazil,2021-12-11,2021,12,11
ON582973,AY.46.3,29805,Brazil,2021-12-09,2021,12,9
ON582999,AY.99.1,29798,Brazil,2021-12-02,2021,12,2
